turno;nacionalidade;uf;codigo;nome;cargo;totalVotos;numeroCandidatoMaisVotado;totalVotosCandidatoMaisVotado;% do total de votos;Faixa;Candidato;Cor
1;Brasil;ba;39691;WENCESLAU GUIMARÃES;presidente;10842;13;7499;69,17%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;27634;IGREJA NOVA;presidente;11524;13;7969;69,15%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;48674;MONTE SIÃO;presidente;12761;17;8824;69,15%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;80616;CAMBORIÚ;presidente;38542;17;26651;69,15%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;30910;FILADÉLFIA;presidente;9286;13;6421;69,15%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Exterior;zz;30376;PRETÓRIA;presidente;256;17;177;69,14%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;36773;LAJE;presidente;13131;13;9078;69,13%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;11991;SÃO JOÃO DO PIAUÍ;presidente;11081;13;7660;69,13%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;28614;SANTANA DO MUNDAÚ;presidente;5666;13;3916;69,11%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;39853;RAFAEL JAMBEIRO;presidente;11012;13;7605;69,06%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ro;51;JI-PARANÁ;presidente;64530;17;44555;69,05%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;38652;SANTANA;presidente;13630;13;9409;69,03%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;11894;SANTO INÁCIO DO PIAUÍ;presidente;2476;13;1709;69,02%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;21857;SÃO JOSÉ DA LAGOA TAPADA;presidente;4629;13;3194;69,00%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;10456;CANTO DO BURITI;presidente;10684;13;7370;68,98%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;19909;AREIA DE BARAÚNAS;presidente;1486;13;1025;68,98%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;32379;SÃO FRANCISCO;presidente;2577;13;1777;68,96%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;27391;COITÉ DO NÓIA;presidente;5853;13;4036;68,96%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;9490;VIANA;presidente;26102;13;17998;68,95%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;65234;IPEÚNA;presidente;3794;17;2616;68,95%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Exterior;zz;29505;CARACAS;presidente;441;17;304;68,93%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;go;93572;FIRMINÓPOLIS;presidente;6005;17;4138;68,91%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pa;4979;MUANÁ;presidente;18315;13;12620;68,91%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;35815;IPIRÁ;presidente;31459;13;21675;68,90%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;11479;PALMEIRA DO PIAUÍ;presidente;2987;13;2058;68,90%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83917;MARACAJÁ;presidente;4899;17;3375;68,89%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;61093;ÁGUAS DE LINDÓIA;presidente;10183;17;7014;68,88%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rs;86690;GARIBALDI;presidente;20328;17;14001;68,88%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;9717;ZÉ DOCA;presidente;22322;13;15374;68,87%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;31895;NOSSA SENHORA DA GLÓRIA;presidente;19787;13;13623;68,85%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;86819;GRAMADO;presidente;23632;17;16265;68,83%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;37036;MAIRI;presidente;8855;13;6092;68,80%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;38636;SANTA MARIA DA VITÓRIA;presidente;19469;13;13393;68,79%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;19950;CONGO;presidente;3703;13;2547;68,78%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;41408;PONTO CHIQUE;presidente;2396;13;1648;68,78%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;35033;DOM MACEDO COSTA;presidente;2978;13;2048;68,77%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;47155;JEQUITINHONHA;presidente;10850;13;7461;68,76%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pe;24457;IPUBI;presidente;13956;13;9596;68,76%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mt;90387;NOVA BANDEIRANTES;presidente;5678;17;3904;68,76%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pi;11410;DOMINGOS MOURÃO;presidente;2688;13;1848;68,75%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;33057;ACAJUTIBA;presidente;7403;13;5089;68,74%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mt;99031;FIGUEIRÓPOLIS D'OESTE;presidente;2092;17;1438;68,74%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rs;87149;MORRO REUTER;presidente;4171;17;2867;68,74%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;33570;BARRA DO CHOÇA;presidente;18678;13;12835;68,72%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;9695;MIRANDA DO NORTE;presidente;10993;13;7554;68,72%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;28274;PÃO DE AÇÚCAR;presidente;12654;13;8695;68,71%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;41386;PINTÓPOLIS;presidente;3859;13;2651;68,70%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rr;3107;UIRAMUTÃ;presidente;4702;13;3230;68,69%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mt;90220;TABAPORÃ;presidente;4472;17;3072;68,69%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;21830;SÃO JOÃO DO TIGRE;presidente;2711;13;1862;68,68%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rj;59153;TERESÓPOLIS;presidente;86567;17;59456;68,68%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;81159;GARUVA;presidente;8403;17;5771;68,68%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;8427;SÃO RAIMUNDO DO DOCA BEZERRA;presidente;3551;13;2438;68,66%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;10294;BATALHA;presidente;15125;13;10384;68,65%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;86878;GUAPORÉ;presidente;14743;17;10120;68,64%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;9598;PAULO RAMOS;presidente;10358;13;7109;68,63%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;7080;AMAPÁ DO MARANHÃO;presidente;3457;13;2372;68,61%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;28053;MINADOR DO NEGRÃO;presidente;3272;13;2245;68,61%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;87530;MUÇUM;presidente;3316;17;2275;68,61%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;mg;52833;SÃO ROMÃO;presidente;4069;13;2791;68,59%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pe;24678;JUREMA;presidente;7345;13;5038;68,59%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pr;79570;CÉU AZUL;presidente;6691;17;4588;68,57%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;38776;SÃO DESIDÉRIO;presidente;16402;13;11246;68,56%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;45977;IBITIÚRA DE MINAS;presidente;2357;17;1616;68,56%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;19100;CURRAL DE CIMA;presidente;3498;13;2398;68,55%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;68870;PIRASSUNUNGA;presidente;40782;17;27957;68,55%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;35556;IBIRAPITANGA;presidente;9486;13;6502;68,54%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;12157;SIMPLÍCIO MENDES;presidente;7066;13;4843;68,54%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;35610;IBITIARA;presidente;7888;13;5406;68,53%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83909;BALNEÁRIO RINCÃO;presidente;8061;17;5524;68,53%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;20630;LAGOA;presidente;3221;13;2207;68,52%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;33235;ANAGÉ;presidente;12253;13;8395;68,51%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;20532;JUAREZ TÁVORA;presidente;4973;13;3407;68,51%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;33170;ALMADINA;presidente;3101;13;2124;68,49%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;63312;CERQUILHO;presidente;25030;17;17143;68,49%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;62553;BRAÚNA;presidente;3182;17;2179;68,48%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rj;59099;SAQUAREMA;presidente;43506;17;29784;68,46%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rj;58416;ITAOCARA;presidente;13462;17;9216;68,46%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rs;89184;CORONEL PILAR;presidente;1195;17;818;68,45%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pe;25194;PETROLÂNDIA;presidente;17080;13;11691;68,45%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rn;18139;RIACHO DE SANTANA;presidente;2538;13;1737;68,44%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;39489;UMBURANAS;presidente;7491;13;5126;68,43%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rj;58033;ARARUAMA;presidente;64481;17;44108;68,40%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;67032;MIRANDÓPOLIS;presidente;12822;17;8766;68,37%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;mg;50652;PRESIDENTE KUBITSCHEK;presidente;1843;13;1260;68,37%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;21679;SANTA HELENA;presidente;3868;13;2644;68,36%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Exterior;zz;30520;SÃO SALVADOR;presidente;79;17;54;68,35%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rs;85863;VISTA ALEGRE DO PRATA;presidente;1210;17;827;68,35%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;81779;JOAÇABA;presidente;17143;17;11714;68,33%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;82210;NAVEGANTES;presidente;36543;17;24959;68,30%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;35351;GUARATINGA;presidente;9536;13;6513;68,30%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;7404;CAPINZAL DO NORTE;presidente;6094;13;4162;68,30%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ro;94;CACOAL;presidente;47345;17;32333;68,29%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pe;23299;BELÉM DE MARIA;presidente;6342;13;4331;68,29%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;11010;ITAUEIRA;presidente;6032;13;4119;68,29%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83496;SOMBRIO;presidente;16280;17;11116;68,28%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rn;16411;CAMPO REDONDO;presidente;5652;13;3859;68,28%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;41297;BERILO;presidente;5122;13;3497;68,27%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mt;91855;TANGARÁ DA SERRA;presidente;44725;17;30533;68,27%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;19496;BONITO DE SANTA FÉ;presidente;5251;13;3584;68,25%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;81817;LACERDÓPOLIS;presidente;1593;17;1087;68,24%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;mg;41866;CATUTI;presidente;2924;13;1995;68,23%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;10235;BARRAS;presidente;25376;13;17306;68,20%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;21652;SANTA CRUZ;presidente;4119;13;2809;68,20%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pe;25550;SANTA TEREZINHA;presidente;5455;13;3720;68,19%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;31275;CARIRA;presidente;11660;13;7951;68,19%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;70297;SANTA CRUZ DO RIO PARDO;presidente;24477;17;16684;68,16%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;37940;PIRAÍ DO NORTE;presidente;4578;13;3120;68,15%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;67911;OSCAR BRESSANE;presidente;1887;17;1286;68,15%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;80241;SANTA ROSA DO SUL;presidente;5492;17;3742;68,14%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rn;17450;MARCELINO VIEIRA;presidente;4889;13;3331;68,13%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;31437;FEIRA NOVA;presidente;4219;13;2874;68,12%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;11851;SANTA LUZ;presidente;3283;13;2236;68,11%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;66419;LINDÓIA;presidente;4120;17;2806;68,11%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;71439;SOCORRO;presidente;20251;17;13791;68,10%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;se;31399;DIVINA PASTORA;presidente;2711;13;1846;68,09%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;84824;DOIS LAJEADOS;presidente;2267;17;1543;68,06%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;19623;GADO BRAVO;presidente;5031;13;3424;68,06%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;80640;SÃO JOÃO DO OESTE;presidente;4060;17;2763;68,05%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ce;13463;CHORÓ;presidente;8040;13;5471;68,05%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;39748;MADRE DE DEUS;presidente;11823;13;8045;68,05%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83810;WITMARSUM;presidente;2511;17;1708;68,02%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Exterior;zz;29858;KIEV;presidente;25;17;17;68,00%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pi;11878;SANTO ANTÔNIO DE LISBOA;presidente;4039;13;2746;67,99%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;33316;ANTAS;presidente;7391;13;5024;67,97%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83798;VIDEIRA;presidente;27078;17;18406;67,97%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pi;11975;SÃO JOÃO DA SERRA;presidente;4683;13;3183;67,97%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pr;84670;SANTA TEREZINHA DE ITAIPU;presidente;13337;17;9065;67,97%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rn;16179;ANTÔNIO MARTINS;presidente;4267;13;2900;67,96%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;32239;SALGADO;presidente;11098;13;7540;67,94%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;35998;ITACARÉ;presidente;9878;13;6710;67,93%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;19240;CARAÚBAS;presidente;3040;13;2065;67,93%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;83194;SÃO FRANCISCO DO SUL;presidente;25773;17;17504;67,92%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;19283;SOSSÊGO;presidente;2250;13;1528;67,91%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;36412;ITIÚBA;presidente;18421;13;12509;67,91%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;66079;JAÚ;presidente;72360;17;49130;67,90%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;62030;BARIRI;presidente;16830;17;11426;67,89%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;20230;FAGUNDES;presidente;6626;13;4498;67,88%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ro;116;PIMENTA BUENO;presidente;20021;17;13591;67,88%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Exterior;zz;30279;PARAMARIBO;presidente;523;17;355;67,88%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rj;58254;CASIMIRO DE ABREU;presidente;21809;17;14803;67,88%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;se;31798;MARUIM;presidente;8994;13;6104;67,87%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;87327;PARECI NOVO;presidente;2542;17;1725;67,86%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;8753;POÇÃO DE PEDRAS;presidente;10231;13;6941;67,84%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;89770;COTIPORÃ;presidente;2836;17;1924;67,84%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;72192;URU;presidente;1029;17;698;67,83%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pb;19275;DAMIÃO;presidente;3086;13;2093;67,82%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;12572;CAJUEIRO DA PRAIA;presidente;4878;13;3308;67,81%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rn;17159;JOÃO DIAS;presidente;2071;13;1404;67,79%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pe;26174;TUPARETAMA;presidente;5539;13;3754;67,77%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;al;28630;SÃO BRÁS;presidente;4240;13;2873;67,76%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;to;73059;MAURILÂNDIA DO TOCANTINS;presidente;2031;13;1376;67,75%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;61620;TUIUTI;presidente;3798;17;2572;67,72%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pa;5134;PONTA DE PEDRAS;presidente;15248;13;10325;67,71%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pe;23078;ÁGUA PRETA;presidente;13814;13;9353;67,71%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rj;59293;ITALVA;presidente;7885;17;5338;67,70%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;7617;CHAPADINHA;presidente;37296;13;25248;67,70%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;10359;BOCAINA;presidente;4050;13;2741;67,68%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;36382;ITATIM;presidente;8228;13;5567;67,66%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mt;90123;NOVA MARINGÁ;presidente;2555;17;1728;67,63%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rs;87670;NOVA PETRÓPOLIS;presidente;13223;17;8940;67,61%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;mg;41696;BOTUMIRIM;presidente;3300;13;2231;67,61%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;89095;SERAFINA CORRÊA;presidente;9554;17;6459;67,61%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;81990;MAFRA;presidente;31723;17;21446;67,60%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pe;25151;PEDRA;presidente;11671;13;7888;67,59%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sc;80683;BALNEÁRIO BARRA DO SUL;presidente;6777;17;4580;67,58%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;pr;74748;RIO BONITO DO IGUAÇU;presidente;8594;13;5807;67,57%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rs;89214;TAPEJARA;presidente;13087;17;8842;67,56%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sc;81019;ERVAL VELHO;presidente;3052;17;2062;67,56%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;se;32077;POÇO REDONDO;presidente;14132;13;9545;67,54%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;69019;POMPÉIA;presidente;11841;17;7997;67,54%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;am;2712;PAUINI;presidente;6308;13;4260;67,53%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;67156;MOGI GUAÇU;presidente;80704;17;54474;67,50%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ma;9512;VITÓRIA DO MEARIM;presidente;16658;13;11243;67,49%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ba;39110;SERROLÂNDIA;presidente;6742;13;4550;67,49%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;7986;NOVA COLINAS;presidente;3143;13;2121;67,48%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;se;31534;ILHA DAS FLORES;presidente;4687;13;3162;67,46%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pb;19437;BOA VENTURA;presidente;3608;13;2434;67,46%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Exterior;zz;98000;GUATEMALA;presidente;126;17;85;67,46%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ce;13200;ERERÊ;presidente;3733;12;2518;67,45%;50 a 70%;Ciro;Ciro (50 a 70%)
1;Brasil;sp;69310;PRESIDENTE VENCESLAU;presidente;19800;17;13355;67,45%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;61557;ARAÇATUBA;presidente;103419;17;69755;67,45%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;34614;COCOS;presidente;10534;13;7105;67,45%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ro;434;NOVA MAMORÉ;presidente;12214;17;8238;67,45%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;68438;PEDREIRA;presidente;23594;17;15911;67,44%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ro;159;JARU;presidente;26762;17;18041;67,41%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;66370;LENÇÓIS PAULISTA;presidente;36249;17;24436;67,41%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;70254;SANTA CRUZ DA CONCEIÇÃO;presidente;2847;17;1919;67,40%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;rj;58130;CABO FRIO;presidente;104613;17;70511;67,40%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;33219;AMÉLIA RODRIGUES;presidente;13050;13;8795;67,39%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;go;94315;JARAGUÁ;presidente;22479;17;15149;67,39%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;se;31836;MONTE ALEGRE DE SERGIPE;presidente;7941;13;5351;67,38%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;rj;58017;ANGRA DOS REIS;presidente;88316;17;59499;67,37%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;34037;CAETITÉ;presidente;28180;13;18984;67,37%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;sp;65552;ITÁPOLIS;presidente;20093;17;13535;67,36%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;ba;37117;MARACÁS;presidente;13360;13;8999;67,36%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;pi;12319;ALAGOINHA DO PIAUÍ;presidente;4589;13;3091;67,36%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ms;91782;CHAPADÃO DO SUL;presidente;12156;17;8187;67,35%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;sp;69434;RAFARD;presidente;5595;17;3768;67,35%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;mt;90522;CLÁUDIA;presidente;5189;17;3494;67,33%;50 a 70%;Bolsonaro;Bolsonaro (50 a 70%)
1;Brasil;al;28754;SÃO SEBASTIÃO;presidente;16776;13;11295;67,33%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;ma;7196;ARARI;presidente;16200;13;10904;67,31%;50 a 70%;Haddad;Haddad (50 a 70%)
1;Brasil;mg;43753;CORAÇÃO DE JESUS;presidente;13940;13;9382;67,30%;50 a 70%;Haddad;Haddad (50 a 70%)
